MNC5687700	[PF00569.7;ZZ]
MNC5692910	[PF05739.6;SNARE]
MNC5693624	[PF04193.4;PQ-loop]
MNC5693623	[PF00534.9;Glycos_transf_1]
MNC5693625	[PF00400.17;WD40]
MNC5693621	[PF04654.2;DUF599]
MNC5693627	[PF00635.12;Motile_Sperm]
MNC5693561	[PF01532.8;Glyco_hydro_47]
MNC5693562	[PF00240.11;ubiquitin]
MNC5693559	[PF05056.2;DUF674]
MNC5689407	[PF07717.2;DUF1605]
MNC5693564	[PF02171.6;Piwi]
MNC5689401	[PF00400.17;WD40]
MNC5689672	[PF07719.2;TPR_2]
MNC5689669	[PF04145.4;Ctr]
MNC5689675	[PF01187.7;MIF]
MNC5689676	[PF00561.8;Abhydrolase_1]
MNC5690405	[PF00224.9;PK]
MNC5690401	[PF03663.4;Glyco_hydro_76]
MNC5690400	[PF00168.15;C2]
MNC5690399	[PF04646.2;DUF604]
MNC5692648	[PF05241.1;EBP]
MNC5691779	[PF00141.10;peroxidase]
MNC5690408	[PF01435.7;Peptidase_M48]
MNC5691782	[PF00069.12;Pkinase]
MNC5694154	[PF00026.12;Asp]
MNC5688618	[PF00679.11;EFG_C]
MNC5689053	[PF00742.8;Homoserine_dh]
MNC5689051	[PF03195.4;DUF260]
MNC5689050	[PF00319.8;SRF-TF]
MNC5687675	[PF00067.10;p450]
MNC5687670	[PF00234.9;Tryp_alpha_amyl]
MNC5695356	[PF00257.8;Dehydrin]
MNC5697299	[PF00234.9;Tryp_alpha_amyl]
MNC5697301	[PF01596.7;Methyltransf_3]
MNC5688615	[PF01762.10;Galactosyl_T]
MNC5694256	[PF07690.3;MFS_1]
MNC5694255	[PF00411.7;Ribosomal_S11]
MNC5694254	[PF02458.5;Transferase]
MNC5694258	[PF00226.16;DnaJ]
MNC5694257	[PF04756.3;OST3_OST6]
MNC5690939	[PF03639.3;Glyco_hydro_81]
MNC5690945	[PF06521.1;PAR1]
MNC5690947	[PF04588.2;HIG_1_N]
MNC5692584	[PF01363.10;FYVE]
MNC5692583	[PF00724.7;Oxidored_FMN]
MNC5692585	[PF00011.8;HSP20]
MNC5692581	[PF00076.9;RRM_1]
MNC5692587	[PF01501.8;Glyco_transf_8]
MNC5687925	[PF00891.7;Methyltransf_2]
MNC5697883	[PF00493.9;MCM]
MNC5697885	[PF06090.2;DUF941]
MNC5697879	[PF00004.15;AAA]
MNC5692425	[PF00240.11;ubiquitin]
MNC5692426	[PF00113.9;Enolase_C]
MNC5692422	[PF00071.11;Ras]
MNC5692419	[PF00173.13;Cyt-b5]
MNC5696377	[PF00582.13;Usp]
MNC5696375	[PF00156.12;Pribosyltran]
MNC5696373	[PF01008.7;IF-2B]
MNC5696371	[PF00257.8;Dehydrin]
MNC5696372	[PF01176.7;eIF-1a]
MNC5691188	[PF01459.7;Porin_3]
MNC5688422	[PF03171.8;2OG-FeII_Oxy]
MNC5688419	[PF01095.8;Pectinesterase]
MNC5691180	[PF03061.8;4HBT]
MNC5688426	[PF00203.8;Ribosomal_S19]
MNC5691184	[PF00939.8;Na_sulph_symp]
MNC5693851	[PF01253.10;SUI1]
MNC5693850	[PF00149.14;Metallophos]
MNC5693856	[PF03966.5;DUF343]
MNC5693853	[PF04678.3;DUF607]
MNC5693857	[PF00428.7;Ribosomal_60s]
MNC5690788	[PF00753.14;Lactamase_B]
MNC5690787	[PF01157.7;Ribosomal_L21e]
MNC5691597	[PF03083.5;MtN3_slv]
MNC5691591	[PF03351.6;DOMON]
MNC5691593	[PF00069.12;Pkinase]
MNC5690779	[PF01084.7;Ribosomal_S18]
MNC5695428	[PF00118.12;Cpn60_TCP1]
MNC5695427	[PF01015.7;Ribosomal_S3Ae]
MNC5695423	[PF00025.10;Arf]
MNC5695426	[PF00082.10;Peptidase_S8]
MNC5695421	[PF03328.4;HpcH_HpaI]
MNC5697091	[PF04597.4;Ribophorin_I]
MNC5697090	[PF00240.11;ubiquitin]
MNC5697096	[PF01439.7;Metallothio_2]
MNC5690267	[PF02672.5;CP12]
MNC5690262	[PF05637.2;Glyco_transf_34]
MNC5694020	[PF00597.8;DedA]
MNC5694022	[PF00069.12;Pkinase]
MNC5694024	[PF03552.3;Cellulose_synt]
MNC5694025	[PF00234.9;Tryp_alpha_amyl]
MNC5692735	[PF00406.10;ADK]
MNC5688676	[PF04811.3;Sec23_trunk]
MNC5688891	[PF05664.1;DUF810]
MNC5688674	[PF03348.5;TMS_TDE]
MNC5688672	[PF02861.6;Clp_N]
MNC5688895	[PF00069.12;Pkinase]
MNC5688893	[PF03124.4;EXS]
MNC5688897	[PF04570.3;DUF581]
MNC5697689	[PF06749.1;DUF1218]
MNC5693079	[PF02803.5;Thiolase_C]
MNC5697691	[PF01596.7;Methyltransf_3]
MNC5697692	[PF00179.14;UQ_con]
MNC5697693	[PF01991.6;vATP-synt_E]
MNC5697694	[PF00199.8;Catalase]
MNC5697695	[PF00827.7;Ribosomal_L15e]
MNC5697696	[PF00101.8;RuBisCO_small]
MNC5697697	[PF01536.6;SAM_decarbox]
MNC5693087	[PF03492.3;Methyltransf_7]
MNC5689853	[PF00544.8;Pec_lyase_C]
MNC5689850	[PF00082.10;Peptidase_S8]
MNC5687034	[PF02797.5;Chal_sti_synt_C]
MNC5687029	[PF01556.7;DnaJ_C]
MNC5697517	[PF00466.7;Ribosomal_L10]
MNC5697518	[PF00857.9;Isochorismatase]
MNC5697513	[PF01241.7;PSI_PSAK]
MNC5697514	[PF00091.14;Tubulin]
MNC5697515	[PF00163.7;Ribosomal_S4]
MNC5697516	[PF01655.7;Ribosomal_L32e]
MNC5697512	[PF01090.7;Ribosomal_S19e]
MNC5689382	[PF00168.15;C2]
MNC5694841	[PF04387.3;PTPLA]
MNC5694839	[PF01472.7;PUA]
MNC5694801	[PF04398.2;DUF538]
MNC5696745	[PF03059.5;NAS]
MNC5696743	[PF06830.1;Root_cap]
MNC5696740	[PF05498.1;RALF]
MNC5696739	[PF00759.8;Glyco_hydro_9]
MNC5696843	[PF00179.14;UQ_con]
MNC5696845	[PF01105.10;EMP24_GP25L]
MNC5696846	[PF00046.15;Homeobox]
MNC5696839	[PF03171.8;2OG-FeII_Oxy]
MNC5696842	[PF00149.14;Metallophos]
MNC5694013	[PF02704.4;GASA]
MNC5694016	[PF05724.1;TPMT]
MNC5694010	[PF03188.5;Cytochrom_B561]
MNC5694009	[PF05623.1;DUF789]
MNC5690036	[PF01196.8;Ribosomal_L17]
MNC5695114	[PF04752.2;ChaC]
MNC5691317	[PF02338.7;OTU]
MNC5690030	[PF00203.8;Ribosomal_S19]
MNC5695110	[PF00182.8;Glyco_hydro_19]
MNC5691314	[PF03674.4;UPF0131]
MNC5691315	[PF00636.11;Ribonuclease_3]
MNC5691316	[PF00043.12;GST_C]
MNC5695117	[PF01293.8;PEPCK_ATP]
MNC5695118	[PF04573.2;SPC22]
MNC5693684	[PF00097.10;zf-C3HC4]
MNC5693682	[PF02330.5;MAM33]
MNC5693680	[PF00808.11;CBFD_NFYB_HMF]
MNC5693544	[PF00155.8;Aminotran_1_2]
MNC5693546	[PF00069.12;Pkinase]
MNC5693542	[PF00400.17;WD40]
MNC5689654	[PF02309.6;AUX_IAA]
MNC5689656	[PF01775.6;Ribosomal_L18ae]
MNC5689649	[PF03171.8;2OG-FeII_Oxy]
MNC5689163	[PF00141.10;peroxidase]
MNC5689657	[PF00903.12;Glyoxalase]
MNC5697276	[PF02492.7;cobW]
MNC5695698	[PF00428.7;Ribosomal_60s]
MNC5695689	[PF00202.9;Aminotran_3]
MNC5695914	[PF00891.7;Methyltransf_2]
MNC5695695	[PF00578.7;AhpC-TSA]
MNC5695909	[PF01095.8;Pectinesterase]
MNC5695910	[PF01661.9;A1pp]
MNC5691765	[PF00149.14;Metallophos]
MNC5691763	[PF07714.2;Pkinase_Tyr]
MNC5691761	[PF00717.9;Peptidase_S24]
MNC5697725	[PF00572.7;Ribosomal_L13]
MNC5693317	[PF03283.3;PAE]
MNC5693318	[PF01439.7;Metallothio_2]
MNC5693315	[PF00141.10;peroxidase]
MNC5693313	[PF00923.8;Transaldolase]
MNC5693311	[PF01192.11;RNA_pol_Rpb6]
MNC5693310	[PF00150.7;Cellulase]
MNC5692382	[PF00462.9;Glutaredoxin]
MNC5692381	[PF00155.8;Aminotran_1_2]
MNC5692383	[PF00534.9;Glycos_transf_1]
MNC5694234	[PF02704.4;GASA]
MNC5694230	[PF05512.1;AWPM-19]
MNC5694231	[PF00657.10;Lipase_GDSL]
MNC5690923	[PF00557.10;Peptidase_M24]
MNC5690920	[PF05603.1;DUF775]
MNC5692527	[PF00481.9;PP2C]
MNC5692521	[PF00270.15;DEAD]
MNC5692520	[PF07748.1;Glyco_hydro_38C]
MNC5697827	[PF00006.11;ATP-synt_ab]
MNC5697822	[PF04674.2;Phi_1]
MNC5697821	[PF00091.14;Tubulin]
MNC5697820	[PF00025.10;Arf]
MNC5697826	[PF00230.8;MIP]
MNC5697825	[PF01287.8;eIF-5a]
MNC5697824	[PF00838.7;TCTP]
MNC5697823	[PF05221.5;AdoHcyase]
MNC5696196	[PF00900.8;Ribosomal_S4e]
MNC5690010	[PF00097.10;zf-C3HC4]
MNC5690011	[PF02065.8;Melibiase]
MNC5688487	[PF07731.1;Cu-oxidase_2]
MNC5690016	[PF02298.7;Cu_bind_like]
MNC5688484	[PF01201.11;Ribosomal_S8e]
MNC5691126	[PF04935.2;SURF6]
MNC5688480	[PF00400.17;WD40]
MNC5693876	[PF03604.3;DNA_RNApol_7kD]
MNC5693869	[PF04043.3;PMEI]
MNC5693870	[PF00234.9;Tryp_alpha_amyl]
MNC5693871	[PF01842.10;ACT]
MNC5693877	[PF00561.8;Abhydrolase_1]
MNC5693878	[PF00076.9;RRM_1]
MNC5695484	[PF00022.7;Actin]
MNC5695482	[PF04614.2;Pex19]
MNC5695480	[PF00676.9;E1_dh]
MNC5695488	[PF05564.2;Auxin_repressed]
MNC5695487	[PF00293.15;NUDIX]
MNC5694472	[PF00076.9;RRM_1]
MNC5694470	[PF00191.7;Annexin]
MNC5694469	[PF00467.15;KOW]
MNC5694476	[PF04437.2;RINT1_TIP1]
MNC5694478	[PF05627.1;NOI]
MNC5687331	[PF00117.13;GATase]
MNC5690248	[PF04258.3;Peptidase_A22B]
MNC5694043	[PF04852.2;DUF640]
MNC5690243	[PF00544.8;Pec_lyase_C]
MNC5690246	[PF00072.10;Response_reg]
MNC5690241	[PF00225.11;Kinesin]
MNC5690242	[PF00107.13;ADH_zinc_N]
MNC5695302	[PF00179.14;UQ_con]
MNC5690752	[PF00107.13;ADH_zinc_N]
MNC5690749	[PF00179.14;UQ_con]
MNC5690750	[PF00190.10;Cupin_1]
MNC5695306	[PF01274.11;Malate_synthase]
MNC5690754	[PF02799.4;NMT_C]
MNC5689192	[PF01699.11;Na_Ca_ex]
MNC5689189	[PF01778.6;Ribosomal_L28e]
MNC5689194	[PF00069.12;Pkinase]
MNC5692795	[PF07731.1;Cu-oxidase_2]
MNC5692796	[PF02785.7;Biotin_carb_C]
MNC5692789	[PF07731.1;Cu-oxidase_2]
MNC5692790	[PF00202.9;Aminotran_3]
MNC5692797	[PF00069.12;Pkinase]
MNC5688874	[PF01655.7;Ribosomal_L32e]
MNC5691848	[PF00582.13;Usp]
MNC5688870	[PF00583.10;Acetyltransf_1]
MNC5691841	[PF00153.13;Mito_carr]
MNC5691839	[PF00657.10;Lipase_GDSL]
MNC5691844	[PF00076.9;RRM_1]
MNC5697147	[PF00578.7;AhpC-TSA]
MNC5697148	[PF02298.7;Cu_bind_like]
MNC5697677	[PF00327.8;Ribosomal_L30]
MNC5697678	[PF00162.7;PGK]
MNC5697143	[PF03345.4;DDOST_48kD]
MNC5697144	[PF00400.17;WD40]
MNC5697145	[PF00160.10;Pro_isomerase]
MNC5697674	[PF01157.7;Ribosomal_L21e]
MNC5697139	[PF07859.1;Abhydrolase_3]
MNC5697672	[PF00224.9;PK]
MNC5697142	[PF00366.8;Ribosomal_S17]
MNC5692210	[PF01412.8;ArfGap]
MNC5692211	[PF03641.3;Lysine_decarbox]
MNC5692212	[PF01490.7;Aa_trans]
MNC5692214	[PF01733.6;Nucleoside_tran]
MNC5692215	[PF03641.3;Lysine_decarbox]
MNC5692216	[PF00892.8;DUF6]
MNC5693139	[PF03765.3;CRAL_TRIO_N]
MNC5693140	[PF00213.8;OSCP]
MNC5693141	[PF00400.17;WD40]
MNC5693148	[PF00004.15;AAA]
MNC5694868	[PF04770.2;ZF-HD_dimer]
MNC5694863	[PF03223.4;V-ATPase_C]
MNC5694866	[PF01360.9;Monooxygenase]
MNC5694859	[PF01073.7;3Beta_HSD]
MNC5694861	[PF01676.6;Metalloenzyme]
MNC5694611	[PF03822.3;NAF]
MNC5694609	[PF01105.10;EMP24_GP25L]
MNC5694615	[PF00234.9;Tryp_alpha_amyl]
MNC5694616	[PF01428.6;zf-AN1]
MNC5694613	[PF00106.12;adh_short]
MNC5694614	[PF04970.3;NC]
MNC5694618	[PF01381.9;HTH_3]
MNC5696727	[PF02985.7;HEAT]
MNC5696277	[PF01158.7;Ribosomal_L36e]
MNC5696719	[PF00125.10;Histone]
MNC5696722	[PF00274.8;Glycolytic]
MNC5696269	[PF04845.2;PurA]
MNC5696275	[PF00180.7;Iso_dh]
MNC5696274	[PF01090.7;Ribosomal_S19e]
MNC5689279	[PF03514.3;GRAS]
MNC5693659	[PF01873.7;eIF-5_eIF-2B]
MNC5693661	[PF00501.13;AMP-binding]
MNC5693666	[PF00332.8;Glyco_hydro_17]
MNC5693668	[PF00067.10;p450]
MNC5690057	[PF00227.13;Proteasome]
MNC5690050	[PF04043.3;PMEI]
MNC5690049	[PF00380.8;Ribosomal_S9]
MNC5690051	[PF00445.8;Ribonuclease_T2]
MNC5690054	[PF00448.11;SRP54]
MNC5690056	[PF04674.2;Phi_1]
MNC5695096	[PF00847.8;AP2]
MNC5696403	[PF00107.13;ADH_zinc_N]
MNC5693524	[PF03095.4;PTPA]
MNC5689635	[PF05770.1;Ins134_P3_kin]
MNC5689636	[PF01717.6;Methionine_synt]
MNC5695637	[PF02797.5;Chal_sti_synt_C]
MNC5695638	[PF00141.10;peroxidase]
MNC5695633	[PF02298.7;Cu_bind_like]
MNC5695631	[PF00043.12;GST_C]
MNC5696940	[PF00686.9;CBM_20]
MNC5696451	[PF02114.6;Phosducin]
MNC5696408	[PF00208.9;GLFV_dehydrog]
MNC5696943	[PF03540.3;TFIID_30kDa]
MNC5696945	[PF00462.9;Glutaredoxin]
MNC5690714	[PF05879.1;RHD3]
MNC5690716	[PF00931.11;NB-ARC]
MNC5690710	[PF01491.6;Frataxin_Cyay]
MNC5690711	[PF01439.7;Metallothio_2]
MNC5697580	[PF00112.10;Peptidase_C1]
MNC5692368	[PF02309.6;AUX_IAA]
MNC5692718	[PF00231.8;ATP-synt]
MNC5692717	[PF00935.8;Ribosomal_L44]
MNC5692715	[PF00657.10;Lipase_GDSL]
MNC5692366	[PF00854.10;PTR2]
MNC5692712	[PF02894.5;GFO_IDH_MocA_C]
MNC5694297	[PF03171.8;2OG-FeII_Oxy]
MNC5694295	[PF00501.13;AMP-binding]
MNC5694292	[PF00935.8;Ribosomal_L44]
MNC5694291	[PF02883.8;Alpha_adaptinC2]
MNC5690988	[PF00042.10;Globin]
MNC5690982	[PF00004.15;AAA]
MNC5690981	[PF04551.4;GcpE]
MNC5690979	[PF00642.12;zf-CCCH]
MNC5692542	[PF01585.11;G-patch]
MNC5692541	[PF04716.3;ETC_C1_NDUFA5]
MNC5692543	[PF00201.8;UDPGT]
MNC5692545	[PF00226.16;DnaJ]
MNC5692548	[PF03169.5;OPT]
MNC5692547	[PF01268.8;FTHFS]
MNC5689014	[PF00022.7;Actin]
MNC5698214	[PF06148.1;COG2]
MNC5698209	[PF01764.12;Lipase_3]
MNC5698210	[PF04552.2;Sigma54_DBD]
MNC5688215	[PF00076.9;RRM_1]
MNC5688209	[PF02298.7;Cu_bind_like]
MNC5688211	[PF00240.11;ubiquitin]
MNC5688466	[PF03171.8;2OG-FeII_Oxy]
MNC5691143	[PF04832.2;SOUL]
MNC5688354	[PF01926.8;MMR_HSR1]
MNC5688460	[PF01214.7;CK_II_beta]
MNC5691147	[PF02535.10;Zip]
MNC5697376	[PF00141.10;peroxidase]
MNC5697374	[PF00071.11;Ras]
MNC5697841	[PF00009.12;GTP_EFTU]
MNC5697372	[PF01294.7;Ribosomal_L13e]
MNC5697843	[PF00240.11;ubiquitin]
MNC5697370	[PF00071.11;Ras]
MNC5697845	[PF01717.6;Methionine_synt]
MNC5697848	[PF00009.12;GTP_EFTU]
MNC5697378	[PF07839.1;CaM_binding]
MNC5697377	[PF01667.6;Ribosomal_S27e]
MNC5689989	[PF07734.1;FBA_1]
MNC5689994	[PF01753.8;zf-MYND]
MNC5693895	[PF02518.11;HATPase_c]
MNC5693896	[PF05915.2;DUF872]
MNC5693894	[PF01916.7;DS]
MNC5693891	[PF01167.7;Tub]
MNC5695468	[PF00118.12;Cpn60_TCP1]
MNC5695467	[PF01370.8;Epimerase]
MNC5695461	[PF03650.3;UPF0041]
MNC5695464	[PF00628.15;PHD]
MNC5695463	[PF00069.12;Pkinase]
MNC5694494	[PF00831.9;Ribosomal_L29]
MNC5694495	[PF04520.2;DUF584]
MNC5694489	[PF01596.7;Methyltransf_3]
MNC5696079	[PF00179.14;UQ_con]
MNC5696080	[PF01370.8;Epimerase]
MNC5696081	[PF00411.7;Ribosomal_S11]
MNC5696084	[PF00107.13;ADH_zinc_N]
MNC5696085	[PF00332.8;Glyco_hydro_17]
MNC5696087	[PF01521.8;HesB]
MNC5696088	[PF01625.8;PMSR]
MNC5694063	[PF02309.6;AUX_IAA]
MNC5694064	[PF00251.8;Glyco_hydro_32]
MNC5694066	[PF00291.12;PALP]
MNC5694067	[PF01103.11;Bac_surface_Ag]
MNC5690773	[PF01157.7;Ribosomal_L21e]
MNC5690222	[PF01762.10;Galactosyl_T]
MNC5695932	[PF00538.7;Linker_histone]
MNC5695931	[PF00179.14;UQ_con]
MNC5695930	[PF02803.5;Thiolase_C]
MNC5695929	[PF00257.8;Dehydrin]
MNC5690778	[PF01380.10;SIS]
MNC5695934	[PF00467.15;KOW]
MNC5691481	[PF05078.2;DUF679]
MNC5691485	[PF06991.1;MFAP1_C]
MNC5691487	[PF03171.8;2OG-FeII_Oxy]
MNC5689176	[PF00832.9;Ribosomal_L39]
MNC5689427	[PF00085.8;Thioredoxin]
MNC5689422	[PF00240.11;ubiquitin]
MNC5689420	[PF01593.10;Amino_oxidase]
MNC5689178	[PF00257.8;Dehydrin]
MNC5687757	[PF00152.8;tRNA-synt_2]
MNC5692777	[PF02801.9;Ketoacyl-synt_C]
MNC5692775	[PF06825.1;HSBP1]
MNC5692776	[PF00657.10;Lipase_GDSL]
MNC5692771	[PF00076.9;RRM_1]
MNC5693338	[PF02271.5;UCR_14kD]
MNC5693337	[PF03141.4;DUF248]
MNC5693331	[PF01179.8;Cu_amine_oxid]
MNC5693335	[PF06351.1;Allene_ox_cyc]
MNC5691827	[PF00153.13;Mito_carr]
MNC5688857	[PF00327.8;Ribosomal_L30]
MNC5691824	[PF00107.13;ADH_zinc_N]
MNC5691825	[PF00962.10;A_deaminase]
MNC5691820	[PF00046.15;Homeobox]
MNC5691822	[PF01137.11;RTC]
MNC5688849	[PF00891.7;Methyltransf_2]
MNC5697127	[PF00069.12;Pkinase]
MNC5697128	[PF00538.7;Linker_histone]
MNC5697122	[PF00013.15;KH_1]
MNC5697119	[PF00515.14;TPR_1]
MNC5697120	[PF02212.6;GED]
MNC5697125	[PF00883.9;Peptidase_M17]
MNC5697126	[PF03767.4;Acid_phosphat_B]
MNC5697124	[PF01061.9;ABC2_membrane]
MNC5690849	[PF00067.10;p450]
MNC5694885	[PF02990.5;EMP70]
MNC5694886	[PF05755.1;REF]
MNC5694883	[PF01564.6;Spermine_synth]
MNC5694881	[PF07002.3;Copine]
MNC5694882	[PF01248.11;Ribosomal_L7Ae]
MNC5690855	[PF03109.6;ABC1]
MNC5689539	[PF00561.8;Abhydrolase_1]
MNC5696298	[PF01222.7;ERG4_ERG24]
MNC5696297	[PF00314.7;Thaumatin]
MNC5696294	[PF00071.11;Ras]
MNC5696293	[PF00303.7;Thymidylat_synt]
MNC5696296	[PF00203.8;Ribosomal_S19]
MNC5696295	[PF00443.15;UCH]
MNC5696289	[PF00338.9;Ribosomal_S10]
MNC5696291	[PF00005.12;ABC_tran]
MNC5696206	[PF00125.10;Histone]
MNC5696205	[PF00071.11;Ras]
MNC5696204	[PF02469.8;Fasciclin]
MNC5696202	[PF01476.9;LysM]
MNC5696201	[PF00182.8;Glyco_hydro_19]
MNC5696200	[PF01357.9;Pollen_allerg_1]
MNC5693043	[PF03171.8;2OG-FeII_Oxy]
MNC5697199	[PF02772.5;S-AdoMet_synt_M]
MNC5688311	[PF00056.10;Ldh_1_N]
MNC5688310	[PF01111.8;CKS]
MNC5697656	[PF00153.13;Mito_carr]
MNC5697007	[PF00394.11;Cu-oxidase]
MNC5697006	[PF04749.5;PLAC8]
MNC5697005	[PF03094.5;Mlo]
MNC5697003	[PF02431.5;Chalcone]
MNC5697002	[PF00240.11;ubiquitin]
MNC5697001	[PF00412.9;LIM]
MNC5697000	[PF01439.7;Metallothio_2]
MNC5696999	[PF01221.7;Dynein_light]
MNC5695603	[PF00266.8;Aminotran_5]
MNC5695604	[PF03348.5;TMS_TDE]
MNC5695605	[PF00223.7;PsaA_PsaB]
MNC5695600	[PF02984.5;Cyclin_C]
MNC5695601	[PF00505.7;HMG_box]
MNC5695071	[PF00753.14;Lactamase_B]
MNC5691278	[PF00069.12;Pkinase]
MNC5695070	[PF00234.9;Tryp_alpha_amyl]
MNC5690316	[PF02358.6;Trehalose_PPase]
MNC5691274	[PF04601.2;DUF569]
MNC5691276	[PF00182.8;Glyco_hydro_19]
MNC5691802	[PF01053.9;Cys_Met_Meta_PP]
MNC5691805	[PF00069.12;Pkinase]
MNC5691803	[PF04646.2;DUF604]
MNC5695656	[PF00179.14;UQ_con]
MNC5695653	[PF00234.9;Tryp_alpha_amyl]
MNC5695649	[PF02738.6;Ald_Xan_dh_C2]
MNC5695658	[PF07541.1;EIF_2_alpha]
MNC5689381	[PF00091.14;Tubulin]
MNC5689385	[PF00080.8;Sod_Cu]
MNC5694807	[PF03514.3;GRAS]
MNC5689388	[PF04515.2;DUF580]
MNC5690430	[PF00067.10;p450]
MNC5690966	[PF04770.2;ZF-HD_dimer]
MNC5690433	[PF02966.6;DIM1]
MNC5690968	[PF01184.9;Grp1_Fun34_YaaH]
MNC5690438	[PF02773.5;S-AdoMet_synt_C]
MNC5691099	[PF00067.10;p450]
MNC5692345	[PF02201.6;SWIB]
MNC5692341	[PF00652.10;Ricin_B_lectin]
MNC5692339	[PF00583.10;Acetyltransf_1]
MNC5696529	[PF00069.12;Pkinase]
MNC5694272	[PF00190.10;Cupin_1]
MNC5694274	[PF04819.2;DUF716]
MNC5694273	[PF03224.4;V-ATPase_H]
MNC5696531	[PF00494.8;SQS_PSY]
MNC5697084	[PF01553.9;Acyltransferase]
MNC5697083	[PF00179.14;UQ_con]
MNC5697714	[PF00291.12;PALP]
MNC5696533	[PF00234.9;Tryp_alpha_amyl]
MNC5697086	[PF00071.11;Ras]
MNC5697080	[PF00240.11;ubiquitin]
MNC5696536	[PF04548.5;AIG1]
MNC5697079	[PF01370.8;Epimerase]
MNC5697878	[PF03157.3;Glutenin_hmw]
MNC5689765	[PF00141.10;peroxidase]
MNC5689766	[PF01217.9;Clat_adaptor_s]
MNC5689760	[PF00125.10;Histone]
MNC5697610	[PF02779.10;Transket_pyr]
MNC5697609	[PF00240.11;ubiquitin]
MNC5697612	[PF01280.9;Ribosomal_L19e]
MNC5697611	[PF00241.8;Cofilin_ADF]
MNC5697614	[PF00179.14;UQ_con]
MNC5693145	[PF00118.12;Cpn60_TCP1]
MNC5693146	[PF02577.4;DUF151]
MNC5697618	[PF00534.9;Glycos_transf_1]
MNC5697617	[PF02716.4;Isoflavone_redu]
MNC5695912	[PF00240.11;ubiquitin]
MNC5691281	[PF04765.2;DUF616]
MNC5688333	[PF00487.12;FA_desaturase]
MNC5697398	[PF00561.8;Abhydrolase_1]
MNC5697397	[PF00650.8;CRAL_TRIO]
MNC5697394	[PF01596.7;Methyltransf_3]
MNC5697393	[PF03242.3;LEA_3]
MNC5697395	[PF00190.10;Cupin_1]
MNC5697390	[PF03547.6;Auxin_eff]
MNC5697389	[PF00917.13;MATH]
MNC5697392	[PF00582.13;Usp]
MNC5697391	[PF00076.9;RRM_1]
MNC5689978	[PF02985.7;HEAT]
MNC5689969	[PF01439.7;Metallothio_2]
MNC5695953	[PF00248.9;Aldo_ket_red]
MNC5695955	[PF00118.12;Cpn60_TCP1]
MNC5695949	[PF02496.5;ABA_WDS]
MNC5694435	[PF00582.13;Usp]
MNC5694433	[PF02365.5;NAM]
MNC5696538	[PF00023.15;Ank]
MNC5696061	[PF00012.7;HSP70]
MNC5696532	[PF03763.3;Remorin_C]
MNC5696065	[PF00127.9;Copper-bind]
MNC5696063	[PF00013.15;KH_1]
MNC5696064	[PF00271.16;Helicase_C]
MNC5694085	[PF03719.3;Ribosomal_S5_C]
MNC5694083	[PF00237.8;Ribosomal_L22]
MNC5694084	[PF01984.8;dsDNA_bind]
MNC5695957	[PF00240.11;ubiquitin]
MNC5690796	[PF00067.10;p450]
MNC5695956	[PF05911.1;DUF869]
MNC5690794	[PF00238.9;Ribosomal_L14]
MNC5690791	[PF01105.10;EMP24_GP25L]
MNC5690792	[PF04862.2;DUF642]
MNC5695951	[PF01554.8;MatE]
MNC5691463	[PF03145.6;Sina]
MNC5691465	[PF00571.15;CBS]
MNC5691468	[PF06364.2;DUF1068]
MNC5689158	[PF00069.12;Pkinase]
MNC5689157	[PF02469.8;Fasciclin]
MNC5689444	[PF02893.9;GRAM]
MNC5689155	[PF00827.7;Ribosomal_L15e]
MNC5689154	[PF01357.9;Pollen_allerg_1]
MNC5689152	[PF05721.2;PhyH]
MNC5689439	[PF05498.1;RALF]
MNC5690310	[PF00789.9;UBX]
MNC5693357	[PF02560.4;Cyanate_lyase]
MNC5693354	[PF03226.4;Yippee]
MNC5693355	[PF03479.4;DUF296]
MNC5693350	[PF00026.12;Asp]
MNC5693351	[PF00462.9;Glutaredoxin]
MNC5697180	[PF00722.9;Glyco_hydro_16]
MNC5697181	[PF01263.8;Aldose_epim]
MNC5697182	[PF00318.8;Ribosomal_S2]
MNC5697183	[PF01248.11;Ribosomal_L7Ae]
MNC5697184	[PF00076.9;RRM_1]
MNC5697186	[PF01434.6;Peptidase_M41]
MNC5697188	[PF00025.10;Arf]
MNC5690413	[PF00450.10;Peptidase_S10]
MNC5690311	[PF03083.5;MtN3_slv]
MNC5690414	[PF04857.6;CAF1]
MNC5691885	[PF00566.8;TBC]
MNC5688832	[PF03031.7;NIF]
MNC5688833	[PF00071.11;Ras]
MNC5688836	[PF06968.1;BATS]
MNC5688835	[PF03091.4;CutA1]
MNC5691888	[PF00141.10;peroxidase]
MNC5697803	[PF00112.10;Peptidase_C1]
MNC5697804	[PF00456.9;Transketolase_N]
MNC5697805	[PF00091.14;Tubulin]
MNC5697806	[PF00160.10;Pro_isomerase]
MNC5697799	[PF01846.9;FF]
MNC5697800	[PF03501.4;S10_plectin]
MNC5697801	[PF00903.12;Glyoxalase]
MNC5697802	[PF00274.8;Glycolytic]
MNC5697807	[PF03181.5;BURP]
MNC5694818	[PF05498.1;RALF]
MNC5690315	[PF01344.12;Kelch_1]
MNC5696234	[PF01423.10;LSM]
MNC5696233	[PF00466.7;Ribosomal_L10]
MNC5696232	[PF00182.8;Glyco_hydro_19]
